SOLARSYSTEMID	SOLARSYSTEMNAME	X	Y	Z	LUMINOSITY	SECURITY	RADIUS
30002089	Avenod	-1.44E+017	2.94E+016	3.22E+016	1.35	0.39	3800213269614
30002090	Frerstorn	-1.32E+017	2.03E+016	2.77E+016	0.04	0.31	1276074790984
30002091	Ontorn	-1.31E+017	2.27E+016	2.36E+016	0.14	0.32	5516591920616
30002092	Sirekur	-1.34E+017	2.36E+016	2.41E+016	3.83	0.31	8767912119240
30002093	Gebuladi	-1.30E+017	1.52E+016	2.36E+016	0.16	0.26	2293773988824
30002094	Ebolfer	-1.35E+017	1.55E+016	2.51E+016	0.1	0.25	1556340474800
30002095	Eszur	-1.35E+017	1.20E+016	1.94E+016	0.02	0.21	648604027806
30002096	Hofjaldgund	-1.32E+017	1.90E+016	1.46E+016	0.02	0.27	4276663539616
30002097	Klogori	-1.29E+017	1.44E+016	3.68E+016	0.01	0.3	629015288896
30002098	Orfrold	-1.29E+017	7.85E+015	3.63E+016	0.02	0.23	2117806213180
30002099	Egmar	-1.26E+017	9.11E+015	3.36E+016	0.32	0.25	1792242891576
30002100	Taff	-1.31E+017	2.05E+015	2.75E+016	0.23	0.15	4832159705752
30002101	Ualkin	-1.37E+017	3.49E+015	2.16E+016	0.08	0.15	1127899098786
30002102	Gukarla	-1.39E+017	-416693118486476	2.13E+016	0.55	0.12	2617174898754
30002103	NS2L-4	-3.18E+015	-1.22E+016	-2.13E+017	0.01	-0.58	1958828989488
30002104	QI-S9W	1.37E+016	-1.71E+016	-2.19E+017	0.02	-0.34	1279962725152
30002105	B-S347	3.64E+015	-1.30E+016	-2.14E+017	0.14	-0.58	2601569655008
30002106	PPFB-U	1.38E+016	-3.69E+016	-2.23E+017	1.7	-0.07	5725370611504
30002107	AF0-V5	9.93E+015	-5.66E+015	-2.21E+017	0.9	-0.4	2874051582323
30002108	B-A587	1.80E+016	-2.38E+016	-2.17E+017	0.06	-0.23	1328729330288
30002109	Y19P-1	5.34E+015	9.75E+015	-2.27E+017	0.08	-0.17	2111622058176
30002110	B9E-H6	2.19E+015	4.19E+015	-2.18E+017	0.42	-0.37	2425113477216.62
30002111	SPBS-6	8.81E+015	8.24E+015	-2.30E+017	0.68	-0.18	2524052423632
30002112	JDAS-0	-149878399698404	437372406510690	-2.25E+017	0.02	-0.29	1199898639216
30002113	A4B-V5	6.44E+015	8.50E+015	-2.35E+017	0.03	-0.15	3023160010605
30002114	LN-56V	1.31E+016	7.11E+015	-2.33E+017	2.36	-0.22	4037525747632
30002115	Y2-QUV	3.63E+015	-1.05E+016	-2.28E+017	0.03	-0.28	4909336260720
30002116	O7-7UX	-3.82E+015	-1.11E+016	-2.27E+017	1.04	-0.26	4652400328128
30002117	Z8-81T	-2.68E+016	2.40E+015	-1.98E+017	2.03	-0.19	3868965609978
30002118	XD-JW7	-3.51E+016	-1.46E+016	-1.95E+017	1.79	-0.24	2834363999664
30002119	DY-P7Q	-1.76E+016	6.98E+015	-2.02E+017	0.35	-0.23	2251486538680
30002120	H-RXNZ	-3.07E+016	-3.59E+015	-1.97E+017	0.02	-0.2	1854868168534
30002121	ZBP-TP	-1.71E+016	1.77E+016	-1.96E+017	0.04	-0.1	2514523867376
30002122	XVV-21	-1.07E+016	3.62E+015	-2.14E+017	0.02	-0.32	1791821332708
30002123	GXK-7F	-9.33E+015	6.53E+015	-1.96E+017	0.54	-0.33	1308938468784
30002124	EA-HSA	-4.29E+015	1.18E+015	-2.00E+017	0.05	-0.52	2764366546215
30002125	78TS-Q	-8.90E+015	1.42E+016	-1.96E+017	0.04	-0.18	733396594320
30002126	WYF8-8	-718633643946310	-1.66E+015	-2.01E+017	0.1	-0.6	826843172666.25
30002127	CJNF-J	-4.38E+015	1.33E+016	-1.96E+017	0.06	-0.22	2008680879272
30002128	FYI-49	2.30E+015	-8.29E+015	-2.06E+017	0.01	-0.7	756112564144
30002129	RF6T-8	-1.93E+016	-1.45E+016	-1.74E+017	0.85	-0.59	4498426858464
30002130	ZJA-6U	-2.52E+016	-2.14E+016	-1.82E+017	0.15	-0.57	2511008931008
30002131	94FR-S	-1.97E+016	-1.61E+016	-1.77E+017	0.68	-0.62	2408177687008
30002132	Q-HJ97	-2.26E+016	-7.14E+015	-1.87E+017	0.02	-0.42	1725453287648
30002133	GM-0K7	-2.50E+016	-1.08E+016	-1.93E+017	0.21	-0.39	5076040796880
30002134	I-NGI8	-2.07E+016	-1.50E+016	-1.81E+017	0.28	-0.59	1335184753168
30002135	R-ZUOL	-1.64E+016	-2.09E+016	-1.86E+017	4.69	-0.64	4316300313968
30002136	E1F-LK	-2.88E+016	-1.34E+016	-1.77E+017	0.67	-0.45	2433501068058
30002137	Z4-QLD	-2.28E+016	-1.91E+016	-2.08E+017	0.08	-0.28	1566167644656
30002138	QE-E1D	1.90E+016	-1.87E+016	-2.19E+017	0.02	-0.27	982105542176
30002139	LK1K-5	2.24E+016	-1.21E+016	-2.26E+017	0.32	-0.3	5093314823904
30002140	REB-KR	2.39E+016	-1.49E+016	-2.18E+017	0.56	-0.27	4277149517954
30002141	Z-H2MA	2.54E+016	-1.82E+016	-2.29E+017	1.48	-0.27	3533709384474
30002142	L-5JCJ	2.66E+016	-1.44E+016	-2.12E+017	11.72	-0.26	5693073286564
30002143	B-KDOZ	2.97E+016	-2.02E+016	-2.26E+017	0.1	-0.25	1862496663794
30002144	4-GB14	3.05E+016	-1.51E+016	-2.19E+017	0.04	-0.25	3164682136656
30002145	PH-NFR	4.36E+015	1.05E+016	-2.18E+017	0.02	-0.24	1117008094163
30002146	DW-N2S	8.63E+015	1.27E+016	-2.16E+017	0.83	-0.21	1285599095040
30002147	W-FHWJ	1.16E+016	9.08E+015	-2.20E+017	0.03	-0.24	951669217056
30002148	X-6WC7	2.12E+015	8.05E+015	-2.10E+017	0.13	-0.37	5555211617076.75
30002149	D-BAMJ	8.39E+015	1.82E+016	-2.15E+017	0.02	-0.13	1779933258800
30002150	JKWP-U	1.16E+016	1.17E+016	-2.14E+017	0.21	-0.24	3508617265371
30002151	RHE7-W	1.99E+016	2.50E+016	-2.25E+017	0.02	-0.08	814355952806
30002152	F76-8Q	1.81E+016	2.69E+016	-2.16E+017	0.01	-0.06	2489256698612
30002153	O3Z5-G	-1.68E+016	-2.01E+016	-1.70E+017	0.04	-0.65	954877769296
30002154	4DV-1T	-1.19E+016	-2.98E+016	-1.66E+017	0.03	-0.59	1829179201216
30002155	XS-K1O	-8.57E+015	-2.40E+016	-1.63E+017	0.05	-0.54	2536624562240
30002156	FN-DSR	-2.12E+015	-2.23E+016	-1.58E+017	2.11	-0.4	4543661841925.75
30002157	B-R5RB	-1.35E+016	-2.46E+016	-1.76E+017	0.07	-0.71	2062228840221
30002158	7-ZT1Y	-301521662356072	-1.72E+016	-1.55E+017	0.1	-0.3	2326860296296.03
30002159	9-XN3F	3.55E+016	-1.76E+016	-2.28E+017	0.05	-0.35	2716894993302
30002160	AC-7LZ	3.84E+016	-1.78E+016	-2.24E+017	0.13	-0.3	5496596412340
30002161	LBA-SO	3.85E+016	-1.54E+016	-2.19E+017	0.38	-0.27	3843371021060
30002162	Y-FZ5N	3.81E+016	-1.91E+016	-2.33E+017	0.23	-0.41	2918203064600
30002163	E8-YS9	4.22E+016	-1.38E+016	-2.19E+017	0.11	-0.3	1802424499696
30002164	U79-JF	3.82E+016	-1.46E+016	-2.37E+017	0.01	-0.56	2599037932512
30002165	B2-UQW	2.53E+016	-6.22E+015	-2.29E+017	0.02	-0.37	3695310069920
30002166	U9U-TQ	2.54E+016	269758732174777	-2.27E+017	0.01	-0.35	821459903986
30002167	6-I162	3.01E+016	-8.88E+015	-2.33E+017	0.03	-0.48	824812517914
30002168	08-N7Q	3.89E+016	-982752379758292	-2.40E+017	6.58	-0.72	1853968957504
30002169	Y-C4AL	4.75E+016	2.97E+015	-2.42E+017	0.28	-0.69	2299432762320
30002170	CKX-RW	5.27E+016	4.69E+015	-2.44E+017	0.08	-0.63	2834231008656
30002171	8X6T-8	5.75E+016	-2.77E+015	-2.49E+017	0.04	-0.65	2833587088224
30002172	W4E-IT	3.95E+016	-1.62E+016	-2.43E+017	0.02	-0.6	1316467841328
30002173	OP9L-F	4.31E+016	-1.87E+016	-2.46E+017	0.1	-0.58	2426200727168
30002174	J-QA7I	4.66E+016	-2.49E+016	-2.47E+017	0.07	-0.48	1732928580704
30002175	2O-EEW	4.28E+016	-7.47E+015	-2.48E+017	0.08	-0.76	1432814141208
30002176	Y-N4EF	3.92E+016	-2.04E+015	-2.48E+017	0.38	-0.79	4254305064528
30002177	7YSF-E	4.49E+016	-2.97E+016	-2.45E+017	0.02	-0.38	889199629624
30002178	KCDX-7	5.88E+016	3.99E+015	-2.46E+017	0.05	-0.58	2356162568184
30002179	O7-VJ5	6.41E+016	1.92E+015	-2.50E+017	0.02	-0.57	937203363248
30002180	FRTC-5	6.60E+016	-2.24E+015	-2.44E+017	0.01	-0.6	1036090040352
30002181	M-ZJWJ	6.03E+016	6.05E+015	-2.36E+017	0.02	-0.47	1042196649808
30002182	R-ORB7	7.07E+016	-4.52E+015	-2.58E+017	4.14	-0.6	7707743590784
30002183	RU-PT9	7.55E+016	-6.27E+015	-2.59E+017	0.05	-0.61	3895729942360
30002184	DR-427	7.31E+016	-9.90E+015	-2.48E+017	0.05	-0.69	2089383480544
30002185	NI-J0B	5.45E+016	4.62E+015	-2.33E+017	1.47	-0.49	6544620059152
30002186	QN-6J2	7.89E+016	-1.78E+016	-2.50E+017	0.01	-0.72	1369824721592
30002187	Amarr	-2.05E+017	4.02E+016	-5.76E+016	0.08	1	1958110625920
30002188	Boranai	-2.17E+017	3.18E+016	-6.24E+016	0.02	0.89	1353328748848
30002189	Hedion	-2.07E+017	3.52E+016	-6.48E+016	0.01	0.96	2038761218064
30002190	Mabnen	-2.09E+017	3.82E+016	-6.84E+016	0.06	0.94	1511347108720
30002191	Toshabia	-2.22E+017	3.59E+016	-6.99E+016	1.41	0.81	3169782400400
30002192	Irnin	-2.25E+017	4.31E+016	-7.61E+016	0.05	0.73	2373480429768
30002193	Kehour	-2.11E+017	2.95E+016	-5.13E+016	0.43	0.92	2047576745232
30002194	Martha	-2.26E+017	4.20E+016	-8.18E+016	3.17	0.67	4595183608192
30002195	Simbeloud	-2.05E+017	3.20E+016	-7.43E+016	0.03	0.86	742800972288
30002196	Ebidan	-2.07E+017	4.02E+016	-7.31E+016	0.08	0.9	1225683360600
30002197	Akhragan	-2.23E+017	3.73E+016	-4.50E+016	0.04	0.8	1507195272804
30002198	Mikhir	-2.29E+017	3.32E+016	-5.02E+016	0.02	0.74	2116481179016
30002199	Bashakru	-2.36E+017	3.64E+016	-5.22E+016	0.09	0.64	1057188355688
30002200	Sukirah	-2.38E+017	4.76E+016	-5.03E+016	0.16	0.6	2806246030448
30002201	Shuria	-2.46E+017	2.57E+016	-5.50E+016	0.37	0.48	2695273611868
30002202	Narai	-2.47E+017	2.74E+016	-5.99E+016	0.02	0.47	1146432659812
30002203	Ziona	-2.32E+017	3.58E+016	-3.80E+016	0.03	0.63	3631137598624
30002204	Gaha	-1.70E+017	6.16E+016	-1.17E+017	0.3	0.74	2638125680720
30002205	Armala	-1.68E+017	6.31E+016	-1.12E+017	0.43	0.78	2442296111776
30002206	Murema	-1.57E+017	6.67E+016	-1.14E+017	0.01	0.66	589005895712
30002207	Cailanar	-1.60E+017	6.50E+016	-1.17E+017	0.02	0.68	2315338696896
30002208	Ilonarav	-1.70E+017	5.84E+016	-1.05E+017	0.02	0.75	1610194081664
30002209	Uchat	-1.75E+017	6.35E+016	-1.21E+017	0.16	0.66	2678932578032
30002210	Joppaya	-2.00E+017	7.02E+016	-9.64E+016	0.42	0.53	2583996147440
30002211	Pelkia	-1.96E+017	7.53E+016	-9.68E+016	0.01	0.52	2090680637600
30002212	Raren	-1.94E+017	7.97E+016	-9.48E+016	0.48	0.51	5162745556392
30002213	Mazitah	-1.95E+017	7.91E+016	-1.02E+017	0.03	0.47	1440707635968
30002214	Hiramu	-1.92E+017	8.05E+016	-1.00E+017	0.06	0.49	2242520033856
30002215	Sakhti	-1.99E+017	8.01E+016	-1.04E+017	0.49	0.45	2804799091984
30002216	Aldali	-2.06E+017	8.53E+016	-1.08E+017	0.03	0.43	1357069930080
30002217	Hutian	-1.99E+017	6.88E+016	-1.05E+017	0.02	0.54	834807048504
30002218	Noli	-1.89E+017	8.29E+016	-9.37E+016	1.14	0.55	2360208578528
30002219	Nomash	-2.01E+017	8.66E+016	-1.09E+017	0.03	0.4	2076267089664
30002220	Aghesi	-1.55E+017	7.21E+016	-9.63E+016	1.41	0.77	5096734333376
30002221	Fabin	-1.51E+017	7.12E+016	-9.74E+016	0.04	0.72	1482583366224
30002222	Airshaz	-1.59E+017	7.64E+016	-1.03E+017	0.59	0.73	7156416528640
30002223	Patzcha	-1.57E+017	6.58E+016	-1.00E+017	0.11	0.73	1803358594704
30002224	Charra	-1.60E+017	6.47E+016	-9.96E+016	0.01	0.75	1618872152608
30002225	Harva	-1.65E+017	7.12E+016	-9.87E+016	0.81	0.8	5835275516400
30002226	Thebeka	-1.68E+017	6.80E+016	-7.94E+016	0.25	0.87	2588253108720
30002227	Rasile	-1.75E+017	7.29E+016	-8.28E+016	0.01	0.87	1274817347536
30002228	Nererut	-1.82E+017	7.07E+016	-8.48E+016	0.18	0.76	1169240777040
30002229	Sitanan	-1.64E+017	6.35E+016	-7.26E+016	0.01	0.79	1984372987224
30002230	Vashkah	-1.81E+017	7.14E+016	-9.04E+016	0.04	0.74	945831410312
30002231	Ardishapur Prime	-1.79E+017	6.18E+016	-8.25E+016	0.28	0.74	2656052514408
30002232	Gid	-1.83E+017	6.30E+016	-8.04E+016	0.01	0.74	1829097221184
30002233	Dakba	-1.64E+017	5.86E+016	-6.47E+016	0.25	0.71	1313786832000
30002234	Nifshed	-1.86E+017	7.05E+016	-9.34E+016	0.12	0.65	2190805943512
30002235	Shumam	-1.85E+017	5.33E+016	-8.47E+016	0.12	0.68	1277176428816
30002236	Milal	-2.53E+017	5.85E+015	-6.43E+016	0.22	0.3	3442724352400
30002237	Sobenah	-2.52E+017	1.57E+016	-6.63E+016	0.32	0.36	1998292526268
30002238	Bourar	-2.53E+017	2.13E+016	-6.03E+016	0.27	0.38	1612149664336
30002239	Rammi	-2.51E+017	4.66E+015	-6.85E+016	0.09	0.3	6298058840656
30002240	Arodan	-2.52E+017	8.45E+015	-7.22E+016	0.01	0.32	1260588389536
30002241	Rimbah	-2.57E+017	1.43E+016	-6.23E+016	0.02	0.32	1675566075184
30002242	Mamenkhanar	-2.27E+017	3.37E+016	-7.51E+016	4.31	0.7	3835646611088
30002243	Seiradih	-2.37E+017	2.74E+016	-7.46E+016	0.01	0.56	1860994484624
30002244	Arera	-2.36E+017	3.65E+016	-6.35E+016	1.72	0.65	2787051221280
30002245	Hizhara	-2.40E+017	3.18E+016	-6.37E+016	0.27	0.58	2786055075968
30002246	Neziel	-2.42E+017	1.80E+016	-7.31E+016	0.03	0.45	1673184308704
30002247	Ahala	-2.42E+017	3.08E+016	-6.38E+016	0.06	0.54	1828470027552
30002248	Knophtikoo	-2.34E+017	4.24E+016	-6.07E+016	4.85	0.69	6468833393124
30002249	Ruchy	-2.45E+017	1.02E+016	-7.64E+016	0.03	0.36	3249080936096
30002250	Hai	-2.39E+017	2.48E+016	-8.00E+016	0.01	0.51	2330316887760
30002251	Sadye	-1.85E+017	7.94E+016	-9.87E+016	0.02	0.6	2030641376336
30002252	Bika	-1.85E+017	8.68E+016	-1.04E+017	0.01	0.46	2072221182960
30002253	Arshat	-1.85E+017	7.63E+016	-1.04E+017	0.73	0.58	2712344934240
30002254	Jerma	-1.82E+017	8.66E+016	-1.05E+017	2.67	0.48	4048680132304
30002255	Miyeli	-1.87E+017	8.78E+016	-1.11E+017	0.3	0.38	3155745137136
30002256	Reyi	-1.82E+017	9.81E+016	-1.04E+017	0.03	0.32	1496408395952
30002257	Moussou	-1.74E+017	6.99E+016	-8.94E+016	0.46	0.82	3419989069536
30002258	Nadohman	-1.74E+017	6.35E+016	-9.49E+016	3.77	0.75	4784076560064
30002259	Sahdil	-1.76E+017	5.96E+016	-9.89E+016	4.54	0.71	8787797757160
30002260	Esteban	-1.80E+017	4.71E+016	-1.02E+017	0.18	0.55	2710464988672
30002261	Luromooh	-1.83E+017	5.61E+016	-1.06E+017	0.19	0.63	2599632036640
30002262	Nalu	-1.81E+017	5.20E+016	-1.12E+017	0.25	0.58	2901747927240
30002263	Jarshitsan	-1.91E+017	5.69E+016	-1.03E+017	1.53	0.57	3433744002152
30002264	Hadonoo	-1.86E+017	5.51E+016	-9.91E+016	0.07	0.6	2048008431488
30002265	Azizora	-1.83E+017	5.55E+016	-9.84E+016	0.47	0.62	3507122092048
30002266	Ahmak	-1.88E+017	6.14E+016	-1.03E+017	0.02	0.6	494561108896
30002267	Shabura	-1.82E+017	6.21E+016	-1.02E+017	0.37	0.67	2183240196296
30002268	Adia	-1.82E+017	6.75E+016	-1.06E+017	0.07	0.67	1394515202400
30002269	Ebo	-1.68E+017	4.49E+016	-9.87E+016	0.05	0.52	1539610861440
30002270	Avair	-1.68E+017	4.23E+016	-1.17E+017	0.52	0.41	2614712665640
30002271	Rayl	-1.66E+017	4.61E+016	-1.19E+017	0.51	0.47	1702060963632
30002272	Asoutar	-1.68E+017	3.93E+016	-1.25E+017	0.08	0.27	2209403629288
30002273	Porsharrah	-1.63E+017	4.93E+016	-1.28E+017	1.14	0.36	7257709298312
30002274	Tastela	-1.63E+017	4.14E+016	-1.14E+017	2.79	0.39	5333586866080
30002275	Clarelam	-1.58E+017	4.72E+016	-1.06E+017	0.47	0.5	3076432653936
30002276	Isamm	-1.88E+017	5.77E+016	-8.46E+016	0.2	0.68	1828549117544
30002277	Ebtesham	-1.92E+017	5.21E+016	-8.22E+016	0.03	0.72	933370640672
30002278	Artoun	-1.96E+017	5.33E+016	-7.97E+016	0.06	0.75	2525280564048
30002279	Safizon	-1.96E+017	5.39E+016	-7.43E+016	0.01	0.81	1946401338832
30002280	Zatsyaki	-1.96E+017	4.88E+016	-7.00E+016	0.04	0.88	1367518172888
30002281	Eba	-1.95E+017	4.90E+016	-6.59E+016	0.06	0.91	2115003567888
30002282	Bhizheba	-1.98E+017	4.20E+016	-6.39E+016	0.04	0.96	1565356494144
30002283	2G-VDP	1.32E+017	6.32E+016	3.33E+016	0.06	-0.21	2156965738168
30002284	9F-3CR	1.31E+017	6.22E+016	3.66E+016	0.24	-0.29	991844897096
30002285	J7M-3W	1.49E+017	7.79E+016	3.96E+016	0.01	-0.07	3929395812480
30002286	KRPF-A	1.35E+017	6.59E+016	2.86E+016	0.03	-0.05	1475465208680
30002287	9P-870	1.44E+017	8.28E+016	3.20E+016	0.18	-0.02	2070562597856
30002288	QNXJ-M	1.28E+017	5.24E+016	3.45E+016	0.41	-0.44	4140662851412
30002289	AID-9T	1.45E+017	5.05E+016	8.80E+016	0.84	-0.13	3415016245120
30002290	PXE-RG	1.50E+017	5.29E+016	8.79E+016	1.17	-0.19	3008812869656
30002291	5J-62N	1.66E+017	4.28E+016	8.06E+016	0.9	-0.32	5362331879200
30002292	Z-DRIY	1.62E+017	4.98E+016	8.50E+016	0.03	-0.49	3844337713072
30002293	8-MXHA	1.55E+017	5.01E+016	8.98E+016	0.01	-0.33	1684500096552
30002294	LPVL-5	1.56E+017	4.08E+016	7.02E+016	0.03	-0.07	1567960123344
30002295	D3S-EA	1.44E+017	4.99E+016	8.02E+016	0.55	-0.13	2847832119200
30002296	KGT3-6	1.25E+017	5.24E+016	3.05E+016	0.59	-0.47	2211251992760
30002297	4LJ6-Q	1.29E+017	4.40E+016	2.03E+016	0.47	-0.31	3327354822726
30002298	SAH-AD	1.34E+017	4.79E+016	1.42E+016	0.52	-0.25	1690614402160
30002299	MF-PGF	1.23E+017	5.06E+016	2.15E+016	0.1	-0.38	1355283533576
30002300	L-ZJLN	1.18E+017	5.11E+016	3.19E+016	0.37	-0.51	2590047716722
30002301	G-QTSD	1.35E+017	4.92E+016	7.64E+015	0.02	-0.16	1862995711240
30002302	3G-LFX	1.57E+017	7.96E+016	3.90E+016	0.01	-0.15	1048856095648
30002303	NK-VTL	1.53E+017	8.15E+016	3.72E+016	0.07	-0.1	2727990175456
30002304	D-CR6W	1.59E+017	7.77E+016	3.45E+016	1.64	-0.15	1984578260526
30002305	BY-7PY	1.57E+017	7.21E+016	4.13E+016	0.07	-0.02	2679432084128
30002306	GN-TNT	1.64E+017	8.12E+016	2.93E+016	0.02	-0.02	1283254420382
30002307	QKCU-4	1.72E+017	8.40E+016	2.96E+016	1.37	-0.05	2566507430560
30002308	0M-24X	1.65E+017	6.98E+016	2.84E+016	0.01	-0.32	220854097022
30002309	N06Z-Q	1.80E+017	8.73E+016	3.45E+016	0.05	-0.03	2102770240416
30002310	YX-0KH	1.85E+017	8.15E+016	3.46E+016	0.02	-0.03	1953620351376
30002311	KMH-J1	1.23E+017	5.74E+016	4.12E+016	0.51	-0.45	2862223079084
30002312	CYB-BZ	1.19E+017	6.34E+016	4.09E+016	0.92	-0.3	3706105463216
30002313	5U-3PW	1.09E+017	7.58E+016	3.69E+016	0.11	-0.13	2798754446324
30002314	89JS-J	1.11E+017	7.36E+016	4.41E+016	0.15	-0.06	2072436206428
30002315	C9R-NO	1.14E+017	7.60E+016	2.93E+016	1.74	-0.15	2674329748210
30002316	FKR-SR	1.10E+017	8.43E+016	3.19E+016	0.05	-0.12	795868846954
30002317	1ACJ-6	1.32E+017	4.81E+016	4.66E+016	3.86	-0.48	6140973475788
30002318	BNX-AS	1.31E+017	6.31E+016	4.55E+016	0.02	-0.44	2206116188064
30002319	XB-9U2	1.39E+017	6.15E+016	4.92E+016	0.01	-0.42	674408232224
30002320	F9-FUV	1.33E+017	5.62E+016	5.00E+016	0.02	-0.71	1857321968152
30002321	FB-MPY	1.23E+017	6.10E+016	5.13E+016	0.06	-0.39	2184303771064
30002322	RO-0PZ	1.40E+017	5.20E+016	5.42E+016	0.07	-0.46	2027717325132
30002323	JTA2-2	1.29E+017	8.10E+016	3.29E+016	0.06	-0.15	1220587253568
30002324	R-6KYM	1.29E+017	6.93E+016	3.07E+016	0.06	-0.09	2342732081816
30002325	3H58-R	1.26E+017	7.90E+016	3.40E+016	0.21	-0.03	1852654196696
30002326	RV-GA8	1.29E+017	8.41E+016	2.14E+016	0.03	-0.12	2107053519150
30002327	TP-RTO	1.24E+017	8.99E+016	1.83E+016	0.02	-0.04	1491743056752
30002328	GTY-FW	1.23E+017	9.80E+016	2.45E+016	0.01	-0.14	2273005054136
30002329	1H5-3W	1.24E+017	9.69E+016	1.48E+016	0.01	-0.04	1765617949216
30002330	QZV-X3	1.36E+017	8.76E+016	2.32E+016	0.13	-0.06	3939180926696
30002331	IS-OBW	1.73E+017	6.91E+016	2.57E+016	1	-0.39	2890902026364
30002332	1GH-48	1.80E+017	7.18E+016	2.45E+016	1.48	-0.29	2786947764064
30002333	IRD-HU	1.83E+017	6.84E+016	2.54E+016	0.02	-0.43	2817711558324
30002334	B-2VXB	1.88E+017	6.26E+016	2.57E+016	0.01	-0.61	2524472654630
30002335	FIZU-X	1.74E+017	6.22E+016	2.91E+016	0.27	-0.6	1897102252646
30002336	JAWX-R	1.92E+017	5.79E+016	2.42E+016	0.14	-0.69	1545867005472
30002337	Z0G-XG	1.57E+017	4.28E+016	6.37E+016	0.24	-0.07	3457163307480
30002338	ALC-JM	1.56E+017	3.96E+016	5.46E+016	0.05	-0.13	1695050296816
30002339	9QS5-C	1.62E+017	3.91E+016	5.09E+016	0.12	-0.05	1920936107984
30002340	NWX-LI	1.60E+017	4.14E+016	4.18E+016	0.07	-0.22	9743688572080
30002341	N-SFZK	1.67E+017	4.32E+016	4.65E+016	0.03	-0.24	1972744798208
30002342	2B-UUQ	1.68E+017	4.15E+016	3.53E+016	0.08	-0.46	2582161188736
30002343	I64-XB	1.59E+017	4.92E+016	3.79E+016	0.09	-0.25	6007272304752
30002344	4-QDIX	1.90E+017	5.78E+016	3.38E+016	0.06	-0.65	2002994579836
30002345	FGJP-J	1.93E+017	4.98E+016	3.85E+016	1.1	-0.66	1881288058892
30002346	89-JPE	1.89E+017	4.57E+016	3.46E+016	0.05	-0.67	2779242782528
30002347	D-IZT9	1.84E+017	4.03E+016	2.47E+016	0.04	-0.66	1601906871152
30002348	WU9-ZR	1.94E+017	4.94E+016	3.48E+016	0.28	-0.69	1557806440544
30002349	E8-432	1.86E+017	4.55E+016	2.50E+016	0.01	-0.68	880144364000
30002350	43-1TL	1.05E+017	6.70E+016	4.60E+016	0.06	-0.07	1267704838300
30002351	O-LJOO	1.01E+017	6.62E+016	5.42E+016	0.07	-0.03	1822724224336
30002352	ZS-PNI	9.75E+016	5.80E+016	4.78E+016	0.04	-0.08	711485610328
30002353	TZ-74M	9.72E+016	6.60E+016	5.79E+016	0.01	-0.05	1009404132088
30002354	8KE-YS	9.43E+016	5.18E+016	4.88E+016	0.04	-0.05	2767151586568
30002355	LXQ2-T	8.96E+016	4.54E+016	5.34E+016	0.02	-0.08	1325993563336
30002356	HV-EAP	1.05E+017	8.74E+016	2.81E+016	0.03	-0.2	1531858444690
30002357	3IK-7O	1.05E+017	9.06E+016	1.71E+016	0.68	-0.17	2598075067426
30002358	O-EUHA	1.03E+017	8.70E+016	1.32E+016	1.06	-0.13	1996368665136
30002359	MO-I1W	1.09E+017	7.74E+016	1.60E+016	0.37	-0.1	2200601248608
30002360	ZZ5X-M	1.05E+017	6.88E+016	3.76E+015	0.01	-0.04	634558605354.25
30002361	UAV-1E	9.55E+016	9.44E+016	2.40E+016	0.02	-0.24	2228284646282
30002362	CL-IRS	9.61E+016	7.00E+016	-859905617421428	0.13	-0.03	2993750595552
30002363	QBZO-R	8.12E+016	6.62E+016	-1.71E+015	0.87	-0.05	3744489973712
30002364	QHJR-E	1.62E+017	3.86E+016	3.07E+016	0.01	-0.52	958671080998
30002365	1PF-BC	1.64E+017	3.68E+016	2.26E+016	0.01	-0.71	1668862732700
30002366	D-OJEZ	1.67E+017	3.76E+016	1.84E+016	0.39	-0.76	2553241644912
30002367	C-V6DQ	1.61E+017	2.53E+016	1.36E+016	0.09	-0.87	1794028702587
30002368	Z-FET0	1.62E+017	1.96E+016	1.57E+016	0.07	-0.77	2034461652848
30002369	EX-GBT	1.61E+017	2.86E+016	9.05E+015	0.02	-0.91	917696783529
30002370	PX-IHN	7.34E+016	5.73E+016	2.29E+015	0.14	-0.11	2487143718624
30002371	WPV-JN	6.78E+016	5.99E+016	3.26E+015	0.01	0	2557675516294.25
30002372	IL-H0A	6.73E+016	5.35E+016	-3.86E+015	0.04	-0.01	886149765848
30002373	CT8K-0	6.89E+016	5.48E+016	-9.75E+015	0.03	-0.05	1035194102916
30002374	M9-LAN	7.21E+016	5.27E+016	-9.91E+015	0.21	-0.08	3065906750679
30002375	C-4D0W	6.54E+016	5.76E+016	-1.17E+016	0.01	-0.04	2191612299124
30002376	L4X-1V	6.25E+016	5.29E+016	443853938759761	0.09	-0.1	2281947102124
30002377	M-V0PQ	1.57E+017	5.27E+016	3.50E+016	0.07	-0.25	875136560170
30002378	DYPL-6	1.56E+017	6.00E+016	3.30E+016	0.01	-0.19	1349835973984
30002379	V-OL61	1.55E+017	5.83E+016	3.74E+016	0.02	-0.15	1962848639528
30002380	RK-Q51	1.56E+017	6.57E+016	3.51E+016	0.09	-0.14	1421076658304
30002381	F69O-M	1.63E+017	6.53E+016	3.77E+016	0.05	-0.52	1396504597936
30002382	T-IDGH	1.70E+017	6.69E+016	3.87E+016	0.11	-0.75	2209930523816
